,Country Name,Year,GDP_PPP
8666,Mexico,1992,1354067137753.94
8667,Marshall Islands,1992,167366050.67101
8668,Middle income,1992,18490008509976.5
8669,North Macedonia,1992,19912526794.2237
8670,Mali,1992,12929878589.6608
8671,Malta,1992,6345839064.02656
8672,Myanmar,1992,24627311961.757
8673,Middle East & North Africa (excluding high income),1992,1551788106017.78
8674,Montenegro,1992,
8675,Mongolia,1992,9008101282.25899
8676,Northern Mariana Islands,1992,
8677,Mozambique,1992,6029361006.00852
8678,Mauritania,1992,9593591108.15945
8679,Mauritius,1992,9409666237.13806
8680,Malawi,1992,9027255994.149
8681,Malaysia,1992,221639939722.364
8682,North America,1992,11298107302553.1
8683,Namibia,1992,9878230874.189
8684,New Caledonia,1992,
8685,Niger,1992,9162893995.9442
8686,Nigeria,1992,325895590531.836
8687,Nicaragua,1992,14444231282.9491
8688,Netherlands,1992,567977850008.497
8689,Norway,1992,190819580970.505
8690,Nepal,1992,33844851833.4759
8691,Nauru,1992,
8692,New Zealand,1992,93516032269.9369
8693,OECD members,1992,33724795027001.4
8694,Oman,1992,63214704626.9596
8695,Other small states,1992,
8696,Pakistan,1992,355190751560.676
8697,Panama,1992,31378190009.8387
8698,Peru,1992,117788432792.831
8699,Philippines,1992,260493026894.243
8700,Palau,1992,
8701,Papua New Guinea,1992,14016066035.3244
8702,Poland,1992,411053614927.884
8703,Pre-demographic dividend,1992,1038680014167.74
8704,Puerto Rico,1992,81711792089.4282
8705,"Korea, Dem. People's Rep.",1992,
8706,Portugal,1992,248120160356.76
8707,Paraguay,1992,37675620086.1501
8708,West Bank and Gaza,1992,
8709,Pacific island small states,1992,9617237001.36192
8710,Post-demographic dividend,1992,31778457176547.0
8711,French Polynesia,1992,
8712,Qatar,1992,
8713,Romania,1992,245206857346.578
8714,Russian Federation,1992,2579758111413.28
8715,Rwanda,1992,7046211801.51399
8716,South Asia,1992,2341016016542.02
8717,Saudi Arabia,1992,803619978155.493
8718,Sudan,1992,87339379691.4478
8719,Senegal,1992,19358219346.0817
8720,Singapore,1992,129700750771.344
8721,Solomon Islands,1992,863639055.164149
8722,Sierra Leone,1992,5203319271.82844
8723,El Salvador,1992,30267767182.2437
8724,San Marino,1992,
8725,Somalia,1992,
8726,Serbia,1992,
8727,Sub-Saharan Africa (excluding high income),1992,1536696007616.02
8728,South Sudan,1992,
8729,Sub-Saharan Africa,1992,1537815776694.52
8730,Small states,1992,
8731,Sao Tome and Principe,1992,
8732,Suriname,1992,5802409959.01309
8733,Slovak Republic,1992,62044007947.4927
8734,Slovenia,1992,
8735,Sweden,1992,285644171233.113
8736,Eswatini,1992,4404014388.84909
8737,Sint Maarten (Dutch part),1992,
8738,Seychelles,1992,1119970362.9547
8739,Syrian Arab Republic,1992,
8740,Turks and Caicos Islands,1992,
8741,Chad,1992,7016553994.90448
8742,East Asia & Pacific (IDA & IBRD countries),1992,4121457591234.03
8743,Europe & Central Asia (IDA & IBRD countries),1992,5440180281916.55
8744,Togo,1992,6431503388.47793
8745,Thailand,1992,471304386649.875
8746,Tajikistan,1992,14264232030.9071
8747,Turkmenistan,1992,21539961242.8807
8748,Latin America & the Caribbean (IDA & IBRD countries),1992,4786277968484.63
8749,Timor-Leste,1992,
8750,Middle East & North Africa (IDA & IBRD countries),1992,1543122022770.24
8751,Tonga,1992,381895446.402415
8752,South Asia (IDA & IBRD),1992,2341016016542.02
8753,Sub-Saharan Africa (IDA & IBRD countries),1992,1537815776694.52
8754,Trinidad and Tobago,1992,13974165548.9511
8755,Tunisia,1992,53509598117.9063
8756,Turkey,1992,720448034016.13
8757,Tuvalu,1992,24773672.6205463
8758,Tanzania,1992,35026801031.6384
8759,Uganda,1992,17310058765.9558
8760,Ukraine,1992,701274989182.664
8761,Upper middle income,1992,11754706718454.1
8762,Uruguay,1992,38454901478.4848
8763,United States,1992,10438231266479.2
8764,Uzbekistan,1992,65948357044.3338
8765,St. Vincent and the Grenadines,1992,720128704.201087
8766,"Venezuela, RB",1992,
8767,British Virgin Islands,1992,
8768,Virgin Islands (U.S.),1992,
8769,Vietnam,1992,130965785041.446
8770,Vanuatu,1992,442943066.147345
8771,World,1992,52605112555565.5
8772,Samoa,1992,644145911.098391
8773,Kosovo,1992,
8774,"Yemen, Rep.",1992,
8775,South Africa,1992,401420934535.096
8776,Zambia,1992,17291229944.5914
8777,Zimbabwe,1992,41735826284.3711
8778,Aruba,1993,2823558022.0961
8779,Africa Eastern and Southern,1993,938892601085.901
8780,Afghanistan,1993,
8781,Africa Western and Central,1993,590949580980.212
8782,Angola,1993,49534929134.6161
8783,Albania,1993,11614410061.5713
8784,Andorra,1993,
8785,Arab World,1993,2353914019337.93
8786,United Arab Emirates,1993,215093587426.624
8787,Argentina,1993,588091597641.289
8788,Armenia,1993,8589964511.29035
8789,American Samoa,1993,
8790,Antigua and Barbuda,1993,1051915973.37331
8791,Australia,1993,550741760462.865
8792,Austria,1993,305621097436.388
8793,Azerbaijan,1993,32301999241.7856
8794,Burundi,1993,6408175601.48876
8795,Belgium,1993,362395263927.975
8796,Benin,1993,12298912033.5651
8797,Burkina Faso,1993,10140779855.6219
8798,Bangladesh,1993,178914456746.146
8799,Bulgaria,1993,91205725722.4101
8800,Bahrain,1993,25641348952.8748
8801,"Bahamas, The",1993,9034315633.70943
8802,Bosnia and Herzegovina,1993,
8803,Belarus,1993,74799402710.5413
8804,Belize,1993,1208722398.02896
8805,Bermuda,1993,3886166044.31753
8806,Bolivia,1993,35134913778.3846
8807,Brazil,1993,1652761673948.21
8808,Barbados,1993,3333243275.58636
8809,Brunei Darussalam,1993,19973876727.188
8810,Bhutan,1993,1624474570.00364
8811,Botswana,1993,12228839122.184
8812,Central African Republic,1993,3149202106.75233
8813,Canada,1993,
8814,Central Europe and the Baltics,1993,1384479440093.21
8815,Switzerland,1993,374179649807.356
8816,Channel Islands,1993,
8817,Chile,1993,167018831401.185
8818,China,1993,2297409163056.5
8819,Cote d'Ivoire,1993,50736247874.4255
8820,Cameroon,1993,34167339863.9969
8821,"Congo, Dem. Rep.",1993,44670669199.4626
8822,"Congo, Rep.",1993,12427261039.9852
8823,Colombia,1993,307558388072.402
8824,Comoros,1993,1332634986.79212
8825,Cabo Verde,1993,722684587.471318
8826,Costa Rica,1993,37057425482.5732
8827,Caribbean small states,1993,67265463962.6169
8828,Cuba,1993,
8829,Curacao,1993,
8830,Cayman Islands,1993,
8831,Cyprus,1993,16238647985.2913
8832,Czech Republic,1993,214448350204.84
8833,Germany,1993,3092481926945.04
8834,Djibouti,1993,
8835,Dominica,1993,578441807.962415
8836,Denmark,1993,207440088600.79
8837,Dominican Republic,1993,53339242932.0615
8838,Algeria,1993,221840406809.359
8839,East Asia & Pacific (excluding high income),1993,4551788719292.38
8840,Early-demographic dividend,1993,10170532772387.5
8841,East Asia & Pacific,1993,10907028328794.9
8842,Europe & Central Asia (excluding high income),1993,4629042824135.91
8843,Europe & Central Asia,1993,18930050809157.3
8844,Ecuador,1993,92148145660.2243
8845,"Egypt, Arab Rep.",1993,371443792801.221
8846,Euro area,1993,10522533345168.6
8847,Eritrea,1993,
8848,Spain,1993,1096586772895.41
8849,Estonia,1993,
8850,Ethiopia,1993,35245014518.8282
8851,European Union,1993,12220666164857.0
8852,Fragile and conflict affected situations,1993,1211356313526.59
8853,Finland,1993,148499117326.0
8854,Fiji,1993,6492111356.24518
8855,France,1993,2004066777707.34
8856,Faroe Islands,1993,
8857,"Micronesia, Fed. Sts.",1993,348565963.952309
8858,Gabon,1993,18450596891.1479
8859,United Kingdom,1993,1818666763534.25
8860,Georgia,1993,16435330229.6694
8861,Ghana,1993,40733771848.3732
8862,Gibraltar,1993,
8863,Guinea,1993,10660603276.9129
8864,"Gambia, The",1993,2376809760.64542
8865,Guinea-Bissau,1993,2110432431.07925
8866,Equatorial Guinea,1993,645565274.431667
8867,Greece,1993,252749529430.011
8868,Grenada,1993,836746908.17528
8869,Greenland,1993,
8870,Guatemala,1993,56841490009.1263
8871,Guam,1993,
8872,Guyana,1993,4450502812.14496
8873,High income,1993,33992043547661.4
8874,"Hong Kong SAR, China",1993,195914423867.962
8875,Honduras,1993,21593634710.4162
8876,Heavily indebted poor countries (HIPC),1993,672218715849.31
8877,Croatia,1993,
8878,Haiti,1993,22739783261.7488
8879,Hungary,1993,164281770227.322
8880,IBRD only,1993,18239319760883.5
8881,IDA & IBRD total,1993,20127873686585.3
8882,IDA total,1993,1897395083759.2
8883,IDA blend,1993,948854062988.409
8884,Indonesia,1993,997038253342.028
8885,IDA only,1993,947764725173.54
8886,Isle of Man,1993,
8887,India,1993,1768013912871.85
8888,Not classified,1993,
8889,Ireland,1993,100493085398.445
8890,"Iran, Islamic Rep.",1993,568231989336.028
8891,Iraq,1993,81703136045.814
8892,Iceland,1993,
8893,Israel,1993,
8894,Italy,1993,2106496117473.54
8895,Jamaica,1993,24317963346.4402
8896,Jordan,1993,34304382686.7898
8897,Japan,1993,4220836350466.16
8898,Kazakhstan,1993,168593124818.682
8899,Kenya,1993,85517043369.5553
8900,Kyrgyz Republic,1993,15188889745.9662
8901,Cambodia,1993,17586546192.9119
8902,Kiribati,1993,157208657.624523
8903,St. Kitts and Nevis,1993,625223607.450068
8904,"Korea, Rep.",1993,682205419129.481
8905,Kuwait,1993,90001822081.6509
8906,Latin America & Caribbean (excluding high income),1993,4605789595619.06
8907,Lao PDR,1993,9755243341.35711
8908,Lebanon,1993,40806969481.1201
8909,Liberia,1993,
8910,Libya,1993,
8911,St. Lucia,1993,1764965762.46097
8912,Latin America & Caribbean,1993,5186455820084.59
8913,Least developed countries: UN classification,1993,819611984762.673
8914,Low income,1993,402592818206.331
8915,Liechtenstein,1993,
8916,Sri Lanka,1993,78441343180.9328
8917,Lower middle income,1993,6798385126371.86
8918,Low & middle income,1993,19300784028936.5
8919,Lesotho,1993,2696845800.05967
8920,Late-demographic dividend,1993,9897255988389.22
8921,Lithuania,1993,
8922,Luxembourg,1993,31189434676.4903
8923,Latvia,1993,
8924,"Macao SAR, China",1993,20715804917.6853
8925,St. Martin (French part),1993,
8926,Morocco,1993,99515665451.3299
8927,Monaco,1993,
8928,Moldova,1993,
8929,Madagascar,1993,20803117923.2844
8930,Maldives,1993,
8931,Middle East & North Africa,1993,2963046142486.72
8932,Mexico,1993,1380351691180.64
8933,Marshall Islands,1993,177418458.469928
8934,Middle income,1993,18919010224440.8
8935,North Macedonia,1993,18425206141.5771
8936,Mali,1993,13340036083.646
8937,Malta,1993,6630180207.20079
8938,Myanmar,1993,26540050821.2661
8939,Middle East & North Africa (excluding high income),1993,1591074567036.58
8940,Montenegro,1993,
8941,Mongolia,1993,8722653330.10023
8942,Northern Mariana Islands,1993,
8943,Mozambique,1993,6668384621.33662
8944,Mauritania,1993,10157083866.6018
8945,Mauritius,1993,9887871396.64691
8946,Malawi,1993,9902163225.89211
8947,Malaysia,1993,243571086162.895
8948,North America,1993,11609016959353.7
8949,Namibia,1993,9722200349.29806
8950,New Caledonia,1993,
8951,Niger,1993,9192366946.18433
8952,Nigeria,1993,319263228179.704
8953,Nicaragua,1993,14387474691.575
8954,Netherlands,1993,575120467717.308
8955,Norway,1993,196249017004.404
8956,Nepal,1993,35147827869.1033
8957,Nauru,1993,
8958,New Zealand,1993,99493039489.1017
8959,OECD members,1993,34171585946769.5
8960,Oman,1993,67034744158.6966
8961,Other small states,1993,
8962,Pakistan,1993,361434108820.746
8963,Panama,1993,33090103865.2848
8964,Peru,1993,123964759972.525
8965,Philippines,1993,266176698163.337
8966,Palau,1993,
8967,Papua New Guinea,1993,16567310454.3976
8968,Poland,1993,426420074587.0
8969,Pre-demographic dividend,1993,1035029683443.28
8970,Puerto Rico,1993,85506918336.2328
8971,"Korea, Dem. People's Rep.",1993,
8972,Portugal,1993,243050379350.079
8973,Paraguay,1993,39535424105.3392
8974,West Bank and Gaza,1993,
8975,Pacific island small states,1993,9876734901.54983
8976,Post-demographic dividend,1993,32009630605901.3
8977,French Polynesia,1993,
8978,Qatar,1993,
8979,Romania,1993,248955664369.821
8980,Russian Federation,1993,2356130738812.49
8981,Rwanda,1993,6474856197.53266
8982,South Asia,1993,2442687966285.53
8983,Saudi Arabia,1993,792660679579.715
8984,Sudan,1993,91329696893.2556
8985,Senegal,1993,19621532363.4565
8986,Singapore,1993,144568055667.576
8987,Solomon Islands,1993,898178191.484888
8988,Sierra Leone,1993,5274841464.55165
8989,El Salvador,1993,32028841389.0223
8990,San Marino,1993,
8991,Somalia,1993,
8992,Serbia,1993,
8993,Sub-Saharan Africa (excluding high income),1993,1526375503622.59
8994,South Sudan,1993,
8995,Sub-Saharan Africa,1993,1527565765281.43
8996,Small states,1993,
8997,Sao Tome and Principe,1993,
8998,Suriname,1993,5413648599.12033
8999,Slovak Republic,1993,63223668304.9508
9000,Slovenia,1993,
9001,Sweden,1993,279743858473.285
9002,Eswatini,1993,4540808103.2473
9003,Sint Maarten (Dutch part),1993,
9004,Seychelles,1993,1189371003.85276
9005,Syrian Arab Republic,1993,
9006,Turks and Caicos Islands,1993,
9007,Chad,1993,5914264796.11597
9008,East Asia & Pacific (IDA & IBRD countries),1993,4546194648399.25
9009,Europe & Central Asia (IDA & IBRD countries),1993,5131213999334.39
9010,Togo,1993,5460614732.20529
9011,Thailand,1993,510196028341.09
9012,Tajikistan,1993,11924897999.9647
9013,Turkmenistan,1993,21863060698.9858
9014,Latin America & the Caribbean (IDA & IBRD countries),1993,4997272286706.24
9015,Timor-Leste,1993,
9016,Middle East & North Africa (IDA & IBRD countries),1993,1582189085444.4
9017,Tonga,1993,396170909.693704
9018,South Asia (IDA & IBRD),1993,2442687966285.53
9019,Sub-Saharan Africa (IDA & IBRD countries),1993,1527565765281.43
9020,Trinidad and Tobago,1993,13880662343.7736
9021,Tunisia,1993,54681366755.7382
9022,Turkey,1993,775571423748.613
9023,Tuvalu,1993,25792041.7548958
9024,Tanzania,1993,35449154481.6325
9025,Uganda,1993,18751344894.3112
9026,Ukraine,1993,601693940718.727
9027,Upper middle income,1993,12111944606596.3
9028,Uruguay,1993,39476858215.6713
9029,United States,1993,10725468535601.7
9030,Uzbekistan,1993,64431544828.6755
9031,St. Vincent and the Grenadines,1993,769111494.391053
9032,"Venezuela, RB",1993,
9033,British Virgin Islands,1993,
9034,Virgin Islands (U.S.),1993,
9035,Vietnam,1993,141538300120.819
9036,Vanuatu,1993,446200682.048336
9037,World,1993,53473350575172.4
9038,Samoa,1993,670555829.279593
9039,Kosovo,1993,
9040,"Yemen, Rep.",1993,
9041,South Africa,1993,406372541698.859
9042,Zambia,1993,18466562230.3804
9043,Zimbabwe,1993,42174661229.8742
9044,Aruba,1994,3055199978.5086
9045,Africa Eastern and Southern,1994,956666057657.266
9046,Afghanistan,1994,
9047,Africa Western and Central,1994,590497784021.671
9048,Angola,1994,50198381863.7314
9049,Albania,1994,12578739034.3302
9050,Andorra,1994,
9051,Arab World,1994,2421530580197.07
9052,United Arab Emirates,1994,229926760738.221
9053,Argentina,1994,622413803601.144
9054,Armenia,1994,9053822833.63031
9055,American Samoa,1994,
9056,Antigua and Barbuda,1994,1122149321.88767
9057,Australia,1994,572663891212.335
9058,Austria,1994,312962480111.461
9059,Azerbaijan,1994,25938505157.7986
9060,Burundi,1994,6162742476.19536
9061,Belgium,1994,374089655902.479
9062,Benin,1994,12547399307.3432
9063,Burkina Faso,1994,10274131848.1712
9064,Bangladesh,1994,185874455334.185
9065,Bulgaria,1994,92863856028.9697
9066,Bahrain,1994,25577245199.8358
9067,"Bahamas, The",1994,9318798609.85743
9068,Bosnia and Herzegovina,1994,6508746562.04775
9069,Belarus,1994,66047869678.0612
9070,Belize,1994,1210637274.65298
9071,Bermuda,1994,3909468015.37137
9072,Bolivia,1994,36774755221.3847
9073,Brazil,1994,1749495672156.71
9074,Barbados,1994,3400267546.60937
9075,Brunei Darussalam,1994,20602134525.5171
9076,Bhutan,1994,1704910487.95891
9077,Botswana,1994,12672491135.8725
9078,Central African Republic,1994,3303511416.80188
9079,Canada,1994,
9080,Central Europe and the Baltics,1994,1440636528880.43
9081,Switzerland,1994,378930824842.285
9082,Channel Islands,1994,
9083,Chile,1994,175420209280.243
9084,China,1994,2596917953189.27
9085,Cote d'Ivoire,1994,51147823708.8255
9086,Cameroon,1994,34808595650.7762
9087,"Congo, Dem. Rep.",1994,42928514528.7495
9088,"Congo, Rep.",1994,11744622177.9785
9089,Colombia,1994,325441868508.132
9090,Comoros,1994,1262314730.39102
9091,Cabo Verde,1994,861314583.354397
9092,Costa Rica,1994,38732061055.8403
9093,Caribbean small states,1994,69150234977.5707
9094,Cuba,1994,
9095,Curacao,1994,
9096,Cayman Islands,1994,
9097,Cyprus,1994,17196728005.4745
9098,Czech Republic,1994,220687316286.699
9099,Germany,1994,3166450756937.7
9100,Djibouti,1994,
9101,Dominica,1994,578641263.285777
9102,Denmark,1994,218501753974.24
9103,Dominican Republic,1994,54726252212.3122
9104,Algeria,1994,219843850796.084
9105,East Asia & Pacific (excluding high income),1994,5012686073455.17
9106,Early-demographic dividend,1994,10526294342467.2
9107,East Asia & Pacific,1994,11560549426624.2
9108,Europe & Central Asia (excluding high income),1994,4108124046138.96
9109,Europe & Central Asia,1994,18813825237139.8
9110,Ecuador,1994,96072044504.2498
9111,"Egypt, Arab Rep.",1994,386201894261.097
9112,Euro area,1994,10779668739949.4
9113,Eritrea,1994,
9114,Spain,1994,1122720578385.82
9115,Estonia,1994,
9116,Ethiopia,1994,36369317998.9629
9117,European Union,1994,12546973303670.2
9118,Fragile and conflict affected situations,1994,1212499824623.17
9119,Finland,1994,154384215194.363
9120,Fiji,1994,6823209009.99848
9121,France,1994,2051329529863.81
9122,Faroe Islands,1994,
9123,"Micronesia, Fed. Sts.",1994,346702805.124947
9124,Gabon,1994,19135622320.4339
9125,United Kingdom,1994,1888612853987.15
9126,Georgia,1994,14726056876.5503
9127,Ghana,1994,42077986213.2489
9128,Gibraltar,1994,
9129,Guinea,1994,11083839792.299
9130,"Gambia, The",1994,2380478270.48418
9131,Guinea-Bissau,1994,2177966269.30536
9132,Equatorial Guinea,1994,753173488.34192
9133,Greece,1994,257804519567.802
9134,Grenada,1994,850917686.013259
9135,Greenland,1994,
9136,Guatemala,1994,59134328778.8048
9137,Guam,1994,
9138,Guyana,1994,4830238545.12184
9139,High income,1994,35099303983631.2
9140,"Hong Kong SAR, China",1994,207739955963.637
9141,Honduras,1994,21639392377.8517
9142,Heavily indebted poor countries (HIPC),1994,672795974300.614
9143,Croatia,1994,
9144,Haiti,1994,20022236064.3612
9145,Hungary,1994,169123407905.496
9146,IBRD only,1994,18656775724254.4
9147,IDA & IBRD total,1994,20558423691898.7
9148,IDA total,1994,1909988470828.2
9149,IDA blend,1994,960830876792.048
9150,Indonesia,1994,1072214649455.24
9151,IDA only,1994,947824799568.404
9152,Isle of Man,1994,
9153,India,1994,1885744616830.0
9154,Not classified,1994,
9155,Ireland,1994,106277293792.574
9156,"Iran, Islamic Rep.",1994,559856080076.837
9157,Iraq,1994,84852409936.6046
9158,Iceland,1994,
9159,Israel,1994,
9160,Italy,1994,2151807346894.48
9161,Jamaica,1994,24654375571.608
9162,Jordan,1994,36009817293.473
9163,Japan,1994,4262752056513.44
9164,Kazakhstan,1994,147350391094.366
9165,Kenya,1994,87768522848.1452
9166,Kyrgyz Republic,1994,12138177115.041
9167,Cambodia,1994,11464908856.0774
9168,Kiribati,1994,159919151.721498
9169,St. Kitts and Nevis,1994,658371206.558711
9170,"Korea, Rep.",1994,745436763166.872
9171,Kuwait,1994,97594524875.7269
9172,Latin America & Caribbean (excluding high income),1994,4856529297905.04
9173,Lao PDR,1994,10551175453.2735
9174,Lebanon,1994,44114473101.5195
9175,Liberia,1994,
9176,Libya,1994,
9177,St. Lucia,1994,1793179802.01373
9178,Latin America & Caribbean,1994,5467167725093.23
9179,Least developed countries: UN classification,1994,823578971650.728
9180,Low income,1994,402838224139.747
9181,Liechtenstein,1994,
9182,Sri Lanka,1994,82833994647.5996
9183,Lower middle income,1994,6914071172082.13
9184,Low & middle income,1994,19692772088883.2
9185,Lesotho,1994,2858113757.34895
9186,Late-demographic dividend,1994,10172663472391.1
9187,Lithuania,1994,
9188,Luxembourg,1994,32381158084.8733
9189,Latvia,1994,
9190,"Macao SAR, China",1994,21596725174.4958
9191,St. Martin (French part),1994,
9192,Morocco,1994,110052384507.993
9193,Monaco,1994,
9194,Moldova,1994,
9195,Madagascar,1994,20794359540.0518
9196,Maldives,1994,
9197,Middle East & North Africa,1994,3023632411859.16
9198,Mexico,1994,1448555981850.09
9199,Marshall Islands,1994,187846631.030436
9200,Middle income,1994,19309385483008.6
9201,North Macedonia,1994,18101260398.3668
9202,Mali,1994,13844280649.9888
9203,Malta,1994,7004858634.98545
9204,Myanmar,1994,28339404586.6692
9205,Middle East & North Africa (excluding high income),1994,1617895490976.46
9206,Montenegro,1994,
9207,Mongolia,1994,8908828133.20386
9208,Northern Mariana Islands,1994,
9209,Mozambique,1994,7104056625.98657
9210,Mauritania,1994,9846202727.61633
9211,Mauritius,1994,10296847887.2151
9212,Malawi,1994,8888163715.77389
9213,Malaysia,1994,266008956416.734
9214,North America,1994,12076576063108.1
9215,Namibia,1994,9890382698.9686
9216,New Caledonia,1994,
9217,Niger,1994,9362865018.79515
9218,Nigeria,1994,313468841684.775
9219,Nicaragua,1994,14867689191.3319
9220,Netherlands,1994,592150317150.525
9221,Norway,1994,206170243558.163
9222,Nepal,1994,38035574359.0983
9223,Nauru,1994,
9224,New Zealand,1994,104585579114.634
9225,OECD members,1994,35224877782987.3
9226,Oman,1994,69632859444.635
9227,Other small states,1994,
9228,Pakistan,1994,374942403419.341
9229,Panama,1994,34033220406.3458
9230,Peru,1994,139222796570.106
9231,Philippines,1994,277818377689.474
9232,Palau,1994,
9233,Papua New Guinea,1994,17551758109.8533
9234,Poland,1994,448989645072.257
9235,Pre-demographic dividend,1994,1036986004985.26
9236,Puerto Rico,1994,89086202548.9278
9237,"Korea, Dem. People's Rep.",1994,
9238,Portugal,1994,245395421587.74
9239,Paraguay,1994,41637885405.8876
9240,West Bank and Gaza,1994,9349729583.61242
9241,Pacific island small states,1994,10350313419.6532
9242,Post-demographic dividend,1994,32848546844637.5
9243,French Polynesia,1994,
9244,Qatar,1994,
9245,Romania,1994,258744458515.0
9246,Russian Federation,1994,2059970854378.75
9247,Rwanda,1994,3221366110.47542
9248,South Asia,1994,2589395653358.38
9249,Saudi Arabia,1994,797089434798.17
9250,Sudan,1994,92248682097.2385
9251,Senegal,1994,19612208025.1354
9252,Singapore,1994,160611709516.01
9253,Solomon Islands,1994,970951348.476956
9254,Sierra Leone,1994,5172120028.19767
9255,El Salvador,1994,33531654397.3352
9256,San Marino,1994,
9257,Somalia,1994,
9258,Serbia,1994,
9259,Sub-Saharan Africa (excluding high income),1994,1543580876179.17
9260,South Sudan,1994,
9261,Sub-Saharan Africa,1994,1544761323649.53
9262,Small states,1994,
9263,Sao Tome and Principe,1994,
9264,Suriname,1994,5597712591.79739
9265,Slovak Republic,1994,67147031424.2555
9266,Slovenia,1994,
9267,Sweden,1994,290737716123.949
9268,Eswatini,1994,4649818876.48145
9269,Sint Maarten (Dutch part),1994,
9270,Seychelles,1994,1179871533.33657
9271,Syrian Arab Republic,1994,
9272,Turks and Caicos Islands,1994,
9273,Chad,1994,6513787172.84677
9274,East Asia & Pacific (IDA & IBRD countries),1994,5006525567555.37
9275,Europe & Central Asia (IDA & IBRD countries),1994,4627009890325.64
9276,Togo,1994,6278746657.4545
9277,Thailand,1994,550996530578.624
9278,Tajikistan,1994,9384894962.90865
9279,Turkmenistan,1994,18080781703.1233
9280,Latin America & the Caribbean (IDA & IBRD countries),1994,5269099027752.54
9281,Timor-Leste,1994,
9282,Middle East & North Africa (IDA & IBRD countries),1994,1608860225816.06
9283,Tonga,1994,415791358.464142
9284,South Asia (IDA & IBRD),1994,2589395653358.38
9285,Sub-Saharan Africa (IDA & IBRD countries),1994,1544761323649.53
9286,Trinidad and Tobago,1994,14375810638.86
9287,Tunisia,1994,56419365545.329
9288,Turkey,1994,739366606775.355
9289,Tuvalu,1994,28444363.0184833
9290,Tanzania,1994,36004877322.6786
9291,Uganda,1994,19952112718.299
9292,Ukraine,1994,463906028294.138
9293,Upper middle income,1994,12386847295356.6
9294,Uruguay,1994,42351303527.4804
9295,United States,1994,11157575489424.8
9296,Uzbekistan,1994,61081104502.6432
9297,St. Vincent and the Grenadines,1994,759134919.304492
9298,"Venezuela, RB",1994,
9299,British Virgin Islands,1994,
9300,Virgin Islands (U.S.),1994,
9301,Vietnam,1994,154048843508.85
9302,Vanuatu,1994,486722245.694809
9303,World,1994,54974098169354.1
9304,Samoa,1994,653509639.326092
9305,Kosovo,1994,
9306,"Yemen, Rep.",1994,
9307,South Africa,1994,419376463045.298
9308,Zambia,1994,16873739624.6112
9309,Zimbabwe,1994,46069575063.4316
9310,Aruba,1995,3133020318.66048
9311,Africa Eastern and Southern,1995,998864233780.911
9312,Afghanistan,1995,
9313,Africa Western and Central,1995,603182098251.931
9314,Angola,1995,57728139157.7801
9315,Albania,1995,14254520575.9467
9316,Andorra,1995,
9317,Arab World,1995,2487713542168.28
9318,United Arab Emirates,1995,245304001445.894
9319,Argentina,1995,604704826243.565
9320,Armenia,1995,9678536466.07655
9321,American Samoa,1995,
9322,Antigua and Barbuda,1995,1073228241.63905
9323,Australia,1995,594618854646.106
9324,Austria,1995,321312267538.717
9325,Azerbaijan,1995,22877761618.7087
9326,Burundi,1995,5674653271.84973
9327,Belgium,1995,383010786203.891
9328,Benin,1995,13305914520.933
9329,Burkina Faso,1995,10861439635.759
9330,Bangladesh,1995,195393602731.684
9331,Bulgaria,1995,95515166529.8907
9332,Bahrain,1995,26582428773.7152
9333,"Bahamas, The",1995,9726845698.79369
9334,Bosnia and Herzegovina,1995,7862565686.95966
9335,Belarus,1995,59178890906.9179
9336,Belize,1995,1218439673.60702
9337,Bermuda,1995,4081451312.28006
9338,Bolivia,1995,38495178513.3927
9339,Brazil,1995,1823390758978.2
9340,Barbados,1995,3468748867.00244
9341,Brunei Darussalam,1995,21524843836.6747
9342,Bhutan,1995,1825517855.36111
9343,Botswana,1995,13563419252.981
9344,Central African Republic,1995,3541365743.80946
9345,Canada,1995,
9346,Central Europe and the Baltics,1995,1522500750087.15
9347,Switzerland,1995,380752976519.292
9348,Channel Islands,1995,
9349,Chile,1995,191091015590.06
9350,China,1995,2881383160103.41
9351,Cote d'Ivoire,1995,54792487058.2528
9352,Cameroon,1995,35815956888.3623
9353,"Congo, Dem. Rep.",1995,43229013628.0989
9354,"Congo, Rep.",1995,12212683468.7545
9355,Colombia,1995,342372778617.163
9356,Comoros,1995,1307886897.9753
9357,Cabo Verde,1995,983721478.983303
9358,Costa Rica,1995,40340972684.7107
9359,Caribbean small states,1995,71117155872.4043
9360,Cuba,1995,
9361,Curacao,1995,
9362,Cayman Islands,1995,
9363,Cyprus,1995,18634799106.3392
9364,Czech Republic,1995,235033787200.869
9365,Germany,1995,3215345395334.72
9366,Djibouti,1995,
9367,Dominica,1995,596179084.932803
9368,Denmark,1995,225117085256.289
9369,Dominican Republic,1995,57837675376.7917
9370,Algeria,1995,228197905672.121
9371,East Asia & Pacific (excluding high income),1995,5488754489659.23
9372,Early-demographic dividend,1995,10861471083109.3
9373,East Asia & Pacific,1995,12294567262342.6
9374,Europe & Central Asia (excluding high income),1995,4019355237762.19
9375,Europe & Central Asia,1995,19116692959899.5
9376,Ecuador,1995,98236114165.1149
9377,"Egypt, Arab Rep.",1995,404131157971.839
9378,Euro area,1995,11042460680870.1
9379,Eritrea,1995,
9380,Spain,1995,1153679530908.98
9381,Estonia,1995,18289381481.6626
